match_id,duration,side,win,team_first_blood,team_first_tower,champion,champion_type,mastery_level,level,kills,deaths,assists,total_damage_dealt_to_champions,physical_damage_dealt_to_champions,magic_damage_dealt_to_champions,true_damage_dealt_to_champions,total_damage_dealt,physical_damage_dealt,magic_damage_dealt,true_damage_dealt,largest_critical_strike,largest_killing_spree,largest_multi_kill,killing_sprees,damage_dealt_to_objectives,total_heal,damage_self_mitigated,total_damage_taken,physical_damage_taken,magical_damage_taken,true_damage_taken,total_minions_killed,gold_earned,total_time_crowd_control_dealt,longest_time_spent_living,tmate_Aatrox,tmate_Ahri,tmate_Akali,tmate_Alistar,tmate_Amumu,tmate_Anivia,tmate_Annie,tmate_Ashe,tmate_Aurelion_Sol,tmate_Azir,tmate_Bard,tmate_Blitzcrank,tmate_Brand,tmate_Braum,tmate_Caitlyn,tmate_Camille,tmate_Cassiopeia,tmate_Cho'Gath,tmate_Corki,tmate_Darius,tmate_Diana,tmate_Dr._Mundo,tmate_Draven,tmate_Ekko,tmate_Elise,tmate_Evelynn,tmate_Ezreal,tmate_Fiddlesticks,tmate_Fiora,tmate_Fizz,tmate_Galio,tmate_Gangplank,tmate_Garen,tmate_Gnar,tmate_Gragas,tmate_Graves,tmate_Hecarim,tmate_Heimerdinger,tmate_Illaoi,tmate_Irelia,tmate_Ivern,tmate_Janna,tmate_Jarvan_IV,tmate_Jax,tmate_Jayce,tmate_Jhin,tmate_Jinx,tmate_Kai'Sa,tmate_Kalista,tmate_Karma,tmate_Karthus,tmate_Kassadin,tmate_Katarina,tmate_Kayle,tmate_Kayn,tmate_Kennen,tmate_Kha'Zix,tmate_Kindred,tmate_Kled,tmate_Kog'Maw,tmate_LeBlanc,tmate_Lee_Sin,tmate_Leona,tmate_Lissandra,tmate_Lucian,tmate_Lulu,tmate_Lux,tmate_Malphite,tmate_Malzahar,tmate_Maokai,tmate_Master_Yi,tmate_Miss_Fortune,tmate_Mordekaiser,tmate_Morgana,tmate_Nami,tmate_Nasus,tmate_Nautilus,tmate_Nidalee,tmate_Nocturne,tmate_Nunu,tmate_Olaf,tmate_Orianna,tmate_Ornn,tmate_Pantheon,tmate_Poppy,tmate_Quinn,tmate_Rakan,tmate_Rammus,tmate_Rek'Sai,tmate_Renekton,tmate_Rengar,tmate_Riven,tmate_Rumble,tmate_Ryze,tmate_Sejuani,tmate_Shaco,tmate_Shen,tmate_Shyvana,tmate_Singed,tmate_Sion,tmate_Sivir,tmate_Skarner,tmate_Sona,tmate_Soraka,tmate_Swain,tmate_Syndra,tmate_Tahm_Kench,tmate_Taliyah,tmate_Talon,tmate_Taric,tmate_Teemo,tmate_Thresh,tmate_Tristana,tmate_Trundle,tmate_Tryndamere,tmate_Twisted_Fate,tmate_Twitch,tmate_Udyr,tmate_Urgot,tmate_Varus,tmate_Vayne,tmate_Veigar,tmate_Vel'Koz,tmate_Vi,tmate_Viktor,tmate_Vladimir,tmate_Volibear,tmate_Warwick,tmate_Wukong,tmate_Xayah,tmate_Xerath,tmate_Xin_Zhao,tmate_Yasuo,tmate_Yorick,tmate_Zac,tmate_Zed,tmate_Ziggs,tmate_Zilean,tmate_Zoe,tmate_Zyra
2614923128,0 days 00:11:10.000000000,blue,False,True,False,Taric,Support,4,11,0,3,22,2048,214,1834,0,6625,1939,4686,0,0,0,0,0,70,5127,3779,7817,2311,4996,510,10,6334,36,319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614922070,0 days 00:17:44.000000000,blue,False,False,False,Sivir,Marksman,2,15,0,8,19,26849,24218,1735,895,87618,78962,7760,895,414,0,0,0,1747,4228,5671,16952,7929,8582,440,70,10247,5,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614057994,0 days 00:22:03.000000000,red,False,False,False,Kayle,Fighter,4,16,2,8,11,9531,3277,6254,0,67232,19907,47325,0,220,0,1,0,62,11861,8669,23395,9380,14014,0,68,11920,17,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614150435,0 days 00:28:04.000000000,blue,False,False,False,Kog'Maw,Marksman,4,18,12,14,18,26957,9794,9776,7386,114473,52836,50074,11561,520,4,3,2,835,8521,13126,34792,19613,15154,25,76,16760,401,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2613979103,0 days 00:23:17.000000000,blue,False,False,False,Rakan,Support,4,18,0,9,26,8935,1295,7248,391,25273,5700,17680,1891,0,0,0,0,0,11006,31658,31713,12544,18808,360,13,11968,212,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2614053101,0 days 00:21:29.000000000,red,False,False,False,Janna,Support,5,17,2,7,19,9808,176,9631,0,28656,1359,27296,0,0,0,1,0,0,23132,6027,17377,5618,11625,134,13,11378,220,449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614051771,0 days 00:15:01.000000000,blue,False,False,False,Brand,Mage,1,14,3,6,8,11986,192,11794,0,32522,3073,29448,0,0,2,2,1,65,2262,2980,11496,4129,7366,0,16,8371,9,260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613795099,0 days 00:29:56.000000000,blue,True,False,True,Miss_Fortune,Marksman,5,18,14,14,32,44328,41554,2774,0,132850,120757,12092,0,648,3,2,4,2026,10790,19393,38464,10923,22232,5308,91,19014,297,229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2613767836,0 days 00:18:51.000000000,red,False,True,False,Taric,Support,4,16,3,3,26,5203,1127,4076,0,16148,4777,11370,0,0,2,1,1,454,13151,13267,13274,7939,4380,954,17,10783,459,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609267368,0 days 00:21:36.000000000,red,False,False,True,Kog'Maw,Marksman,4,17,7,9,12,24611,3497,16672,4440,51598,12864,31118,7615,262,3,2,2,0,2782,6093,18508,6144,11713,650,32,11698,702,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609339789,0 days 00:15:24.000000000,blue,False,False,False,Kayle,Fighter,4,14,3,6,13,7555,2627,4927,0,45242,12503,32739,0,176,2,1,1,507,6604,5794,14059,10912,2627,519,59,9589,39,186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609198451,0 days 00:18:30.000000000,red,False,False,False,Nunu,Support,1,15,3,7,11,6842,657,6185,0,34274,4909,14924,14440,0,2,1,1,0,6312,13168,20630,6909,11982,1738,24,10042,607,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609197097,0 days 00:19:52.000000000,red,True,True,True,Azir,Mage,1,16,6,9,10,7498,1010,6488,0,32625,6065,26559,0,0,2,1,2,0,3318,5405,17113,11246,5477,390,35,11555,111,252,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
